id,answer,question,desc,ref
af70c309-dc5f-4393-bd48-99f159516c72,Tầng liên kết dữ liệu (Data-link Layer),Tầng nào trong mô hình OSI chịu trách nhiệm đóng khung?,,
720a791e-48b3-4d26-a079-b7082b6a2b09,Tầng mạng (Network Layer),Bộ định tuyến (Router) là thiết bị thuộc tầng nào trong mô hình OSI?,,
5555af46-b5ce-4055-8e23-23a251fb6bf2,Tầng mạng (Network Layer),Internet Control Message Protocol (ICMP) là giao thức thuộc tầng nào trong mô hình OSI?,,
dd28b239-3317-404b-8ece-0ab793414435,Tầng mạng (Network Layer),Internet Protocol (IP) là giao thức thuộc tầng nào trong mô hình OSI?,,
87a2bc01-6325-4bba-9860-9bb70018d096,Tầng mạng (Network Layer),Tầng 3 trong mô hình OSI còn được gọi là gì?,"Tầng 3 chịu trách nhiệm chuyển các gói dữ liệu (packet) từ máy nguồn đến máy đích qua một hoặc nhiều mạng khác nhau (liên mạng – internetwork).",
e1233f23-b044-4189-9fbf-78a7ea4c5f12,Tầng mạng (Network Layer),Tầng nào trong mô hình OSI chịu trách nhiệm định phân mảnh và tái lắp ráp gói tin?,,
c67b7052-ea88-4019-b5a9-80bd1ab280b5,Tầng mạng (Network Layer),Tầng nào trong mô hình OSI chịu trách nhiệm định tuyến?,,
8f9f6080-d938-4a76-9ad5-371cb2061c79,Tầng mạng (Network Layer),Tầng nào trong mô hình OSI chịu trách nhiệm định địa chỉ logic mạng?,,
a4a91afa-1182-4c17-8597-b17fa8ce49ed,Tầng phiên (Session Layer),Tầng 5 trong mô hình OSI còn được gọi là gì?,"Tầng 5 có nhiệm vụ chính là quản lý các phiên giao tiếp (dialogue/connection) giữa hai ứng dụng trên các máy tính khác nhau",
18074eb5-2b47-4ed7-bf61-5f3e7bea14c8,Tầng phiên (Session Layer),Tầng nào trong mô hình OSI chịu trách nhiệm duy trì phiên?,,
0c17732a-f579-4175-8ef9-5d944ef9cf4d,Tầng phiên (Session Layer),Tầng nào trong mô hình OSI chịu trách nhiệm kết thúc phiên?,,
ba071fa9-c2f9-4a26-8122-6c532d8cad7b,Tầng phiên (Session Layer),Tầng nào trong mô hình OSI chịu trách nhiệm thiết lập phiên?,,
84649304-ae61-4a7b-9b54-6ffaacd4513a,Tầng phiên (Session Layer),Tầng nào trong mô hình OSI chịu trách nhiệm đồng bộ hóa phiên?,,
4dc8c27d-5639-4325-a4cc-bb360d5594f6,Tầng trình bày (Presentation Layer),Tầng 6 trong mô hình OSI còn được gọi là gì?,"Tầng 6 này hoạt động như một “phiên dịch viên” của mạng, đảm bảo dữ liệu từ Tầng Ứng dụng của một hệ thống có thể được đọc và hiểu bởi tầng ứng dụng của hệ thống khác.",
d1571b2e-dece-40e4-820f-d7acedb0cb1f,Tầng trình bày (Presentation Layer),Tầng nào trong mô hình OSI chịu trách nhiệm giải hóa dữ liệu (Decryption)?,,
7a1ad91f-a735-482c-83ff-05508c8bc7d7,Tầng trình bày (Presentation Layer),Tầng nào trong mô hình OSI chịu trách nhiệm giải nén dữ liệu (Decompression)?,,
faf6eb76-56c6-4afe-9c47-6c801cb2bdf0,Tầng trình bày (Presentation Layer),Tầng nào trong mô hình OSI chịu trách nhiệm mã hóa dữ liệu (Encryption)?,,
48dc1f66-90b1-4ba3-a712-009e60513a95,Tầng trình bày (Presentation Layer),Tầng nào trong mô hình OSI chịu trách nhiệm nén dữ liệu (Compression)?,,
f07f68b5-aa24-47f4-b06d-b0a0d20da676,Tầng trình bày (Presentation Layer),Tầng nào trong mô hình OSI chịu trách nhiệm định dạng dữ liệu (Data Formatting/Translation)?,,
7d83c9b5-417e-43d9-9084-b660d6850729,Tầng vận chuyển (Transport Layer),Transmission Control Protocol (TCP) là giao thức thuộc tầng nào trong mô hình OSI?,,
b677ab21-d279-445f-aab9-98ddf1fdb39c,Tầng vận chuyển (Transport Layer),Tầng 4 trong mô hình OSI còn được gọi là gì?,"Tầng 4 cung cấp dịch vụ truyền dữ liệu đầu cuối (Load Balancing) một cách tin cậy hoặc không tin cậy giữa các ứng dụng đang chạy trên các máy chủ khác nhau.",
cb5274ca-1631-4393-9aa7-c432ec5337b4,Tầng vận chuyển (Transport Layer),Tầng nào trong mô hình OSI chịu trách nhiệm kiểm soát kết nối khi vận chuyển dữ liệu gói tin?,,
025b02ff-ae34-449b-806f-3e7e62a3c004,Tầng vận chuyển (Transport Layer),Tầng nào trong mô hình OSI chịu trách nhiệm kiểm soát luồng (QoS) khi vận chuyển dữ liệu gói?,,
f1652c5f-3603-40d8-82ee-dd3e48c3aa85,Tầng vận chuyển (Transport Layer),Tầng nào trong mô hình OSI chịu trách nhiệm kiểm soát lỗi khi vận chuyển dữ liệu gói?,,
be86893c-2b7b-48cf-b21b-777fde02ff64,Tầng vận chuyển (Transport Layer),Tầng nào trong mô hình OSI chịu trách nhiệm phân đoạn và tái lắp ráp khi vận chuyển dữ liệu gói?,,
9734b79a-2b34-4ba7-9704-84078d82679c,Tầng vận chuyển (Transport Layer),Tầng nào trong mô hình OSI chịu trách nhiệm đặt địa chỉ cổng khi vận chuyển dữ liệu gói?,,
b92b0c7d-03c0-496f-89f4-7d84e852454a,Tầng vận chuyển (Transport Layer),User Datagram Protocol (UDP) là giao thức thuộc tầng nào trong mô hình OSI?,,
4b100754-694f-433b-b32d-2705c87a8f46,Tầng vật lý (Physical Layer),Bộ kết nối trung tâm (Hub) là thiết bị thuộc tầng nào trong mô hình OSI?,,
220ea5a6-ace2-4dac-9aa4-d3734a4b71b1,Tầng vật lý (Physical Layer),Bộ tiếp sóng (Repeater) là thiết bị thuộc tầng nào trong mô hình OSI?,,
f4b7c444-b830-4acc-a26c-42b20bdb9cb2,Tầng vật lý (Physical Layer),Bộ điều chế và giải điều chế (Modem) là thiết bị thuộc tầng nào trong mô hình OSI?,,
5b6d821b-f924-4852-b1b8-da82ec3c8ebb,Tầng vật lý (Physical Layer),Dây cáp (Network cabling) là thiết bị thuộc tầng nào trong mô hình OSI?,,
72e62cc4-a618-4ce6-a453-567ea75e7e5b,Tầng vật lý (Physical Layer),Tầng 1 trong mô hình OSI còn được gọi là gì?,"Tầng 1 chịu trách nhiệm truyền tải luồng bit (0 và 1) thô qua một phương tiện truyền vật lý. Định nghĩa các đặc tính cơ, điện, chức năng và quy trình của giao diện vật lý.",
a9d25dad-2af2-431b-adad-2194b2a6ca0c,Tầng vật lý (Physical Layer),Tầng nào trong mô hình OSI chịu trách nhiệm xử lý biểu diễn bit?,,
4dc5cc35-4bfc-44c9-a5b9-31f5a18f64a9,Tầng vật lý (Physical Layer),Tầng nào trong mô hình OSI chịu trách nhiệm xử lý chế độ truyền?,,
44f04fbe-4d20-4a9b-bf2f-96ff9321a08f,Tầng vật lý (Physical Layer),Tầng nào trong mô hình OSI chịu trách nhiệm xử lý cấu hình đường truyền?,,
19e71df0-7ded-4fb9-9503-b3d0a18b1a4a,Tầng vật lý (Physical Layer),Tầng nào trong mô hình OSI chịu trách nhiệm xử lý cấu trúc mạng (topology) vật lý?,,
050f32fb-a920-4f81-bae3-0fd0b45cd2e0,Tầng vật lý (Physical Layer),Tầng nào trong mô hình OSI chịu trách nhiệm xử lý tốc độ dữ liệu (bps)?,,
cef7e241-a2bf-41e5-940c-27c8d1cb2e0b,Tầng vật lý (Physical Layer),Tầng nào trong mô hình OSI chịu trách nhiệm xử lý đặc tính của môi trường truyền?,,
c0d23763-ccdd-4801-90bc-f18d4667d21d,Tầng vật lý (Physical Layer),Tầng nào trong mô hình OSI chịu trách nhiệm xử lý đồng bộ hóa bit?,,
1e71d0a5-524d-49f3-8a4e-5c3002372d61,Tầng ứng dụng (Application Layer),File Transfer Protocol (FTP) là giao thức thuộc tầng nào trong mô hình OSI?,,
0c5730ce-328f-424f-b53a-2f170de664e1,Tầng ứng dụng (Application Layer),Hypertext Transfer Protocol (HTTP) là giao thức thuộc tầng nào trong mô hình OSI?,,
ae21a5f3-823a-4cc4-9283-ff39936ede7a,Tầng ứng dụng (Application Layer),Hypertext Transfer Protocol Secure (HTTPs) là giao thức thuộc tầng nào trong mô hình OSI?,,
0f2fec27-d455-4d6e-9d98-7210d73d2608,Tầng ứng dụng (Application Layer),Internet Message Access Protocol (IMAP) là giao thức thuộc tầng nào trong mô hình OSI?,,
9322dcb5-6227-41f1-9a20-4fc1823a51b3,Tầng ứng dụng (Application Layer),Post Office Protocol v3 (POP3) là giao thức thuộc tầng nào trong mô hình OSI?,,
463638b5-c24c-428e-b430-ee9c4e7418e0,Tầng ứng dụng (Application Layer),Simple Mail Transfer Protocol (SMTP) là giao thức thuộc tầng nào trong mô hình OSI?,,
702b5723-5c2b-4ebe-9544-2feeb4707528,Tầng ứng dụng (Application Layer),Tầng 7 trong mô hình OSI còn được gọi là gì?,"Tầng 7 là tầng gần nhất với người dùng, cung cấp giao diện để các ứng dụng người dùng (ví dụ: trình duyệt web, ứng dụng email, phần mềm chat) truy cập vào các dịch vụ mạng. Tầng này không phải là bản thân ứng dụng, mà là các giao thức mà ứng dụng sử dụng để giao tiếp.",
