id,answer,question,desc,ref
c6653441-aed7-4807-853c-51726734cc29,29,Cổng mặc định của dịch vụ msg-icp (Message Send Protocol) được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
4de73199-74a5-4dcc-b4f0-a6c0e915ec7f,31,Cổng mặc định của dịch vụ msg-auth được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
98dcf850-1d38-488d-8cda-68c8baf0baa6,33,Cổng mặc định của dịch vụ dsp (Display Support Protocol) được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
a842f7be-44bb-45b5-b1f9-6eed910753d4,35,Cổng mặc định của dịch vụ máy in được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
e2ab088d-ff48-4d72-ae2d-aa2afe61f8bd,37,Cổng mặc định của dịch vụ time được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
5a4903e2-2f06-4cb2-ab33-8ca0063f26a6,38,Cổng mặc định của dịch vụ rap (Route Access Protocol) được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
7419e843-86db-438d-b60e-e51ee7aad28b,39,Cổng mặc định của dịch vụ rlp (Resource Location Protocol) được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
4e0dad87-7451-4771-bc9f-eba2f51239d0,41,Cổng mặc định của dịch vụ graphics được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
7d044864-fcd2-492f-94fa-2e15356104d6,42,Cổng mặc định của dịch vụ name (Host Name Server) được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
20e52531-17db-4b81-a7c6-3d896106f302,42,Cổng mặc định của dịch vụ nameserver (Host Name Server) được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
e75d5a97-ce33-402a-a48f-09c8ca6346d6,43,Cổng mặc định của dịch vụ nicname (WHOIS) được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
d843ba9c-3607-49e6-a3ec-a5f03e3b04e0,44,Cổng mặc định của dịch vụ mpm-flags (Message Processing Module Flags) được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
be1a7b00-703e-41ae-abbb-e628d1c5fd0d,45,Cổng mặc định của dịch vụ mpm (Message Processing Module - Receive) được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
8c08e47a-60b2-4188-bea3-6dcdb001942e,46,Cổng mặc định của dịch vụ mpm-snd (Message Processing Module Send) được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
eee57278-6f9b-46d7-b878-e7dd8658879d,48,Cổng mặc định của dịch vụ auditd (Digital Audit Daemon) được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
d013685d-2229-4c98-ae36-58808ca1dfa5,49,Cổng mặc định của dịch vụ tacacs (Login Host Protocol - TACACS) được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
0be5eae4-7425-4acd-9fa2-7e752541ac81,5,Cổng mặc định của dịch vụ rje (Remote Job Entry) được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
a02c4bab-a4a6-402d-b9db-8612d43ea1f7,50,Cổng mặc định của dịch vụ re-mail-ck (Remote Mail Checking Protocol) được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
24821cde-b356-4569-bbec-1cfaa82b1aad,52,Cổng mặc định của dịch vụ xns-time (XNS Time Protocol) được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
18566a26-1294-4b21-8453-395d59ee8dec,53,Cổng mặc định của dịch vụ dns (Domain Name Server) được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
a200d3f0-3eb7-48ea-8009-1d70730b788c,53,Cổng mặc định của dịch vụ domain (Domain Name Server) được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
b5166645-30fa-4af1-b9be-267af3b314d8,7,Cổng mặc định của dịch vụ echo được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP",
f239ab1c-826e-4607-aa19-2493c75c7517,9,Cổng mặc định của dịch vụ discard được IANA (Internet Assigned Numbers Authority) ghi nhận là bao nhiêu?,"Giao thức truyền tải: TCP, UDP, SCTP, DCCP",
