id,answer,question,hint,desc
c0f4f20d-f7f3-48ec-ab9f-82ab44768c89,Megabytes per second,Hardware and System: Đâu là tên đầy đủ của MBps?,- Dữ liệu và hiệu suất,
31582179-0ac5-42c4-9e41-593b8b2de78a,Microsoft Hypervisor,Hardware and System: Đâu là tên đầy đủ của Hyper-V?,- Kiến trúc hệ thống và ảo hóa,
60d988f8-da0e-4894-bc2a-21fc686730e1,Network Interface Card,Hardware and System: Đâu là tên đầy đủ của NIC?,- Phần cứng cốt lõi máy tính,
da483c50-e043-4f3c-94be-3794f83d77ae,New Technology File System,Hardware and System: Đâu là tên đầy đủ của NTFS?,- Khái niệm hệ thống và hệ điều hành,
36dd63b7-5794-4109-9f14-879f034e2826,Next Generation Form Factor,Hardware and System: Đâu là tên đầy đủ của M.2?,- Công nghệ lưu trữ,
20a74d02-e84e-4c72-be08-97de06dbd302,Non-Volatile Memory Express,Hardware and System: Đâu là tên đầy đủ của NVMe?,- Phần cứng cốt lõi máy tính,
62810ab7-f7ee-4751-b1b8-50bc6586a3a0,Operating System,Hardware and System: Đâu là tên đầy đủ của OS?,- Khái niệm hệ thống và hệ điều hành,
c742e161-66bc-46c9-a5c1-1b391a1e18ae,Optical Character Recognition,Hardware and System: Đâu là tên đầy đủ của OCR?,- Thiết bị ngoại vi & nhập/xuất,
7edfde9b-7628-4785-bbf2-08f0d7311f8b,Peripheral Component Interconnect,Hardware and System: Đâu là tên đầy đủ của PCI?,- Bo mạch chủ và firmware (phần sụn),
2f5f554c-c4c4-4b59-a43f-ffb18345f683,Peripheral Component Interconnect Express,Hardware and System: Đâu là tên đầy đủ của PCIe?,- Bo mạch chủ và firmware (phần sụn),
fcca84b8-463d-4447-acac-f5b6bd9b1f26,Power Supply Unit,Hardware and System: Đâu là tên đầy đủ của PSU?,- Phần cứng cốt lõi máy tính,
0ab14361-3783-464e-9218-38b087bee20c,Power-On Self-Test,Hardware and System: Đâu là tên đầy đủ của POST?,- Bo mạch chủ và firmware (phần sụn),
70d27da0-5a4f-4eec-acfa-d5c07e6b4c3e,Random Access Memory,Hardware and System: Đâu là tên đầy đủ của RAM?,- Phần cứng cốt lõi máy tính,
a2f4cc03-f39a-4b34-8897-c9465ab009b6,Read-Only Memory,Hardware and System: Đâu là tên đầy đủ của ROM?,- Phần cứng cốt lõi máy tính,
967ed66a-5239-45cd-9b38-182d8dc789a8,Redundant Array of Independent Disks,Hardware and System: Đâu là tên đầy đủ của RAID?,- Công nghệ lưu trữ,
5230a166-e5a6-48a0-a042-61cc6e733096,Serial Advanced Technology Attachment,Hardware and System: Đâu là tên đầy đủ của SATA?,- Bo mạch chủ và firmware (phần sụn),
1aaf3ad2-ba79-4bfe-8ee9-cfd2f00ced51,Serial Attached SCSI,Hardware and System: Đâu là tên đầy đủ của SAS?,- Công nghệ lưu trữ,
c8308f31-feee-4eac-883d-606c17953e51,Small Computer System Interface,Hardware and System: Đâu là tên đầy đủ của SCSI?,- Công nghệ lưu trữ,
524e87f2-89a8-4b7f-8cff-d612ee7399c3,Solid State Drive,Hardware and System: Đâu là tên đầy đủ của SSD?,- Phần cứng cốt lõi máy tính,
7e499c33-9830-4323-90b5-b80087a73a36,Terabyte,Hardware and System: Đâu là tên đầy đủ của TB?,- Công nghệ lưu trữ,
333505a6-3ef9-4dfc-88b1-081141071de1,Thermal Design Power,Hardware and System: Đâu là tên đầy đủ của TDP?,- Dữ liệu và hiệu suất,
3862ab71-58e4-415a-97ef-307672f157dd,Trusted Platform Module,Hardware and System: Đâu là tên đầy đủ của TPM?,- Phần cứng cốt lõi máy tính,
fe26f76c-41a9-47b6-9208-9de3ed24c56f,Unified Extensible Firmware Interface,Hardware and System: Đâu là tên đầy đủ của UEFI?,- Bo mạch chủ và firmware (phần sụn),
2171d824-4f5b-440e-a81e-98626c3e5b8a,Uninterruptible Power Supply,Hardware and System: Đâu là tên đầy đủ của UPS?,- Phần cứng cốt lõi máy tính,
3cd5438e-4093-4a5a-9da9-f8c373e08f13,Universal Serial Bus,Hardware and System: Đâu là tên đầy đủ của USB?,- Thiết bị ngoại vi & nhập/xuất,
a2a26edb-f201-43c9-9656-69b73f3eb52e,Video Graphics Array,Hardware and System: Đâu là tên đầy đủ của VGA?,- Thiết bị ngoại vi & nhập/xuất,
69e623bb-ff3a-4b3a-8558-10b31e5d5859,Virtual Machine,Hardware and System: Đâu là tên đầy đủ của VM?,- Kiến trúc hệ thống và ảo hóa,
5efd3d21-2038-421f-9e6f-59027a6e03c1,Virtual Machine Monitor,Hardware and System: Đâu là tên đầy đủ của VMM?,- Kiến trúc hệ thống và ảo hóa,
