id,answer,question,hint,desc
5cb21669-249f-4888-98e7-489d630f9fd8,Network Address Translation,Network: Đâu là tên đầy đủ của NAT?,- Xử lý địa chỉ IP và dịch vụ,
8c155251-508b-4a58-8cb0-1d574fceaaf5,Network Flow Monitoring,Network: Đâu là tên đầy đủ của NetFlow?,- Giám sát và quản lý mạng,
c3de6637-d95b-4aca-894e-2f4a56646b87,Network Management System,Network: Đâu là tên đầy đủ của NMS?,- Giám sát và quản lý mạng,
623ec3e2-2018-40cd-bf62-d3f5be9e806f,Open Shortest Path First,Network: Đâu là tên đầy đủ của OSPF?,- Giao thức định tuyến,
7ef1f036-b973-4c38-8223-d016725d2b92,Per-VLAN Spanning Tree,Network: Đâu là tên đầy đủ của PVST?,- Chuyển mạch và mạng ảo nội bộ (VLAN),
b5e71157-ef72-40c8-b131-fada2cf45bad,Personal Area Network,Network: Đâu là tên đầy đủ của PAN?,- Loại cơ bản Networking,
900ef3f0-f03a-4d7b-a0d7-ff6d09816d25,Port Address Translation,Network: Đâu là tên đầy đủ của PAT?,- Xử lý địa chỉ IP và dịch vụ,
0fa32f5c-8b74-4545-9e1c-cee471a72712,Post Office Protocol v3,Network: Đâu là tên đầy đủ của POP3?,- Giao thức ports và web,
bc18ce30-b467-4b44-8fdd-eaf13abb81d1,Quality of Service,Network: Đâu là tên đầy đủ của QoS?,- Giám sát và quản lý mạng,
6f79180f-533b-422a-a86f-d104e09acc8f,Radio Frequency,Network: Đâu là tên đầy đủ của RF?,- Mạng không dây,
50d2a70d-90a5-4fae-bc62-7ca13d597044,Rapid Spanning Tree Protocol,Network: Đâu là tên đầy đủ của RSTP?,- Chuyển mạch và mạng ảo nội bộ (VLAN),
c93214ac-bc2a-4393-a3d0-861057dd53ff,Reverse Address Resolution Protocol,Network: Đâu là tên đầy đủ của RARP?,- Thuật ngữ cơ bản của Networking,
a70aa14f-9a07-44c1-bb6e-10c561109c64,Routing Information Protocol,Network: Đâu là tên đầy đủ của RIP?,- Giao thức định tuyến,
7c5739be-e7cd-499e-9b0b-0940e365d421,Secure File Transfer Protocol,Network: Đâu là tên đầy đủ của sFTP?,- Giao thức ports và web,
df3586de-c171-4e29-bd9c-524e7d625e3a,Secure Shell,Network: Đâu là tên đầy đủ của SSH?,- Giao thức ports và web,
126da0db-4048-4102-bb45-c7ba330e0ace,Secure Sockets Layer,Network: Đâu là tên đầy đủ của SSL?,- Bảo mật mạng,
0efdcec8-1761-4da6-954f-fd8de78599cf,Service Level Agreement,Network: Đâu là tên đầy đủ của SLA?,- Giám sát và quản lý mạng,
276446f0-0bbd-4d3f-a7ea-a514a45baa08,Service Set Identifier,Network: Đâu là tên đầy đủ của SSID?,- Mạng không dây,
b5f17767-382a-4df0-952c-7a0a5eb8fc27,Simple Mail Transfer Protocol,Network: Đâu là tên đầy đủ của SMTP?,- Giao thức ports và web,
4a1d32c4-0dc3-4670-8d11-8dc57e09f80d,Simple Network Management Protocol,Network: Đâu là tên đầy đủ của SNMP?,- Giám sát và quản lý mạng,
188ebd93-7d96-4d80-987a-afdc4db1dce0,Spanning Tree Protocol,Network: Đâu là tên đầy đủ của STP?,- Chuyển mạch và mạng ảo nội bộ (VLAN),
100c3afe-bccb-4f9f-8c86-338a37de91d3,Storage Area Network,Network: Đâu là tên đầy đủ của SAN?,- Loại cơ bản Networking,
4a8f95bb-e027-4f99-8a56-aa3f8e6d2ad3,System Logging Protocol,Network: Đâu là tên đầy đủ của Syslog?,- Giám sát và quản lý mạng,
407e6a66-8174-4ce6-914e-4afff2d855fa,Teletype Network,Network: Đâu là tên đầy đủ của Telnet?,- Giao thức ports và web,
0bf8eefe-eb5a-4176-9546-fe9c539093db,Transmission Control Protocol,Network: Đâu là tên đầy đủ của TCP?,- Thuật ngữ cơ bản của Networking,
50c0f168-6e25-4197-8bf7-0301bcdcdf4c,Transport Layer Security,Network: Đâu là tên đầy đủ của TLS?,- Bảo mật mạng,
60cb7a5d-c569-4624-9c06-f6dba93177c5,Trivial File Transfer Protocol,Network: Đâu là tên đầy đủ của tFTP?,- Giao thức ports và web,
467a94ce-853e-4780-a5c2-8a2eb698e7cb,User Datagram Protocol,Network: Đâu là tên đầy đủ của UDP?,- Thuật ngữ cơ bản của Networking,
94a888fe-41ef-4a84-82d8-f2480504842c,Virtual Local Area Network,Network: Đâu là tên đầy đủ của VLAN?,- Chuyển mạch và mạng ảo nội bộ (VLAN),
fb908ad4-29d7-4998-b332-5bc4929f21f3,Virtual Private Network,Network: Đâu là tên đầy đủ của VPN?,- Bảo mật mạng,
6a9ab059-ed9c-4557-b59a-c1d472727e19,VLAN Trunking Protocol,Network: Đâu là tên đầy đủ của VTP?,- Chuyển mạch và mạng ảo nội bộ (VLAN),
7306d1d7-c09a-4ba7-8575-10b1744b2213,Wi-Fi Protected Access,Network: Đâu là tên đầy đủ của WPA?,- Mạng không dây,
b437498e-c0ef-4b45-8d1f-40e4459c36d4,Wi-Fi Protected Access 2,Network: Đâu là tên đầy đủ của WPA2?,- Mạng không dây,
7ac91850-a0e9-419f-b513-f098b07f4305,Wi-Fi Protected Access 3,Network: Đâu là tên đầy đủ của WPA3?,- Mạng không dây,
0b16af17-45df-481e-b42c-6e8c3777e284,Wide Area Network,Network: Đâu là tên đầy đủ của WAN?,- Loại cơ bản Networking,
46247b38-24a8-40d8-8bc8-9cc2db4563b0,Wireless Local Area Network,Network: Đâu là tên đầy đủ của WLAN?,- Loại cơ bản Networking,
